year,input_contract_id,utt_id,reason_code,exclusion_scope,evidence_path,decision,notes
2020,7b52204cdb2119b057e5d961ecd75ab33858a3f5a1323d5018d9649e24f53840,SDRW2000000057.1.1.70,mfa_alignment_missing,alignment_and_analysis,C:\Users\ari30\research\2026_summer_research\outputs\reports\DIAG_2020_exact_id_reconciliation_after_fix.json,pending,MFA beam=10 and retry_beam=40 produced no word/phone intervals
2020,7b52204cdb2119b057e5d961ecd75ab33858a3f5a1323d5018d9649e24f53840,SDRW2000000109.1.1.149,mfa_alignment_missing,alignment_and_analysis,C:\Users\ari30\research\2026_summer_research\outputs\reports\DIAG_2020_exact_id_reconciliation_after_fix.json,pending,MFA beam=10 and retry_beam=40 produced no word/phone intervals
2020,7b52204cdb2119b057e5d961ecd75ab33858a3f5a1323d5018d9649e24f53840,SDRW2000000115.1.1.149,mfa_alignment_missing,alignment_and_analysis,C:\Users\ari30\research\2026_summer_research\outputs\reports\DIAG_2020_exact_id_reconciliation_after_fix.json,pending,MFA beam=10 and retry_beam=40 produced no word/phone intervals
2020,7b52204cdb2119b057e5d961ecd75ab33858a3f5a1323d5018d9649e24f53840,SDRW2000000120.1.1.296,mfa_alignment_missing,alignment_and_analysis,C:\Users\ari30\research\2026_summer_research\outputs\reports\DIAG_2020_exact_id_reconciliation_after_fix.json,pending,MFA beam=10 and retry_beam=40 produced no word/phone intervals
2020,7b52204cdb2119b057e5d961ecd75ab33858a3f5a1323d5018d9649e24f53840,SDRW2000000180.1.1.67,mfa_alignment_missing,alignment_and_analysis,C:\Users\ari30\research\2026_summer_research\outputs\reports\DIAG_2020_exact_id_reconciliation_after_fix.json,pending,MFA beam=10 and retry_beam=40 produced no word/phone intervals
2020,7b52204cdb2119b057e5d961ecd75ab33858a3f5a1323d5018d9649e24f53840,SDRW2000000181.1.1.179,mfa_alignment_missing,alignment_and_analysis,C:\Users\ari30\research\2026_summer_research\outputs\reports\DIAG_2020_exact_id_reconciliation_after_fix.json,pending,MFA beam=10 and retry_beam=40 produced no word/phone intervals
2020,7b52204cdb2119b057e5d961ecd75ab33858a3f5a1323d5018d9649e24f53840,SDRW2000000181.1.1.188,mfa_alignment_missing,alignment_and_analysis,C:\Users\ari30\research\2026_summer_research\outputs\reports\DIAG_2020_exact_id_reconciliation_after_fix.json,pending,MFA beam=10 and retry_beam=40 produced no word/phone intervals
2020,7b52204cdb2119b057e5d961ecd75ab33858a3f5a1323d5018d9649e24f53840,SDRW2000000181.1.1.291,mfa_alignment_missing,alignment_and_analysis,C:\Users\ari30\research\2026_summer_research\outputs\reports\DIAG_2020_exact_id_reconciliation_after_fix.json,pending,MFA beam=10 and retry_beam=40 produced no word/phone intervals
2020,7b52204cdb2119b057e5d961ecd75ab33858a3f5a1323d5018d9649e24f53840,SDRW2000000194.1.1.214,mfa_alignment_missing,alignment_and_analysis,C:\Users\ari30\research\2026_summer_research\outputs\reports\DIAG_2020_exact_id_reconciliation_after_fix.json,pending,MFA beam=10 and retry_beam=40 produced no word/phone intervals
2020,7b52204cdb2119b057e5d961ecd75ab33858a3f5a1323d5018d9649e24f53840,SDRW2000000219.1.1.112,mfa_alignment_missing,alignment_and_analysis,C:\Users\ari30\research\2026_summer_research\outputs\reports\DIAG_2020_exact_id_reconciliation_after_fix.json,pending,MFA beam=10 and retry_beam=40 produced no word/phone intervals
