year,input_contract_id,utt_id,reason_code,exclusion_scope,evidence_path,decision,notes
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000012.1.1.97,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000015.1.1.18,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000024.1.1.91,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000024.1.1.92,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000058.1.1.55,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000058.1.1.78,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000083.1.1.79,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000086.1.1.33,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000130.1.1.28,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000136.1.1.101,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000136.1.1.160,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000170.1.1.209,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000222.1.1.10,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000222.1.1.71,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000222.1.1.74,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000222.1.1.9,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000273.1.1.114,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000275.1.1.172,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000330.1.1.136,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000330.1.1.55,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000664.1.1.99,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000666.1.1.168,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000666.1.1.24,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000667.1.1.105,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000731.1.1.152,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000731.1.1.56,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SARW2500000735.1.1.30,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SDRW2500000005.1.1.136,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SDRW2500000005.1.1.179,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SDRW2500000007.1.1.130,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SDRW2500000007.1.1.212,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SDRW2500000007.1.1.235,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SDRW2500000008.1.1.263,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SDRW2500000008.1.1.264,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SDRW2500000008.1.1.265,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SDRW2500000008.1.1.266,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SDRW2500000008.1.1.267,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SDRW2500000008.1.1.61,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SDRW2500000008.1.1.62,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SDRW2500000008.1.1.63,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SDRW2500000009.1.1.127,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SDRW2500000010.1.1.105,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
2025,57e6ca0b42a6d2d5daa49505a63295e1a15016dde39d1ee7f99cbca28dada64a,SDRW2500000010.1.1.119,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json,pending,retained r3 DB has no complete word+phone intervals; preserve WAV/LAB/DB and route exact ID to follow-up
